id,year,category,name,furigana,startDate,imagePath,url,isActive,createdAt,updatedAt,updatedBy
141,,1,ニチロ畜産(さっぽろ西町ハム工房),さっぽろにしまちはむこうぼう,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/g9UJriSlvmd5IvrS1NKLxOAOq1d2llwBZDrBTPOn.png,https://www.hamkoubou.com/,1,2020-02-07 17:43:30,2020-02-14 17:06:32,4
143,,1,北海サポート,ほっかいさぽーと,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/EX3cbMzYQZjkFJSHYlDQFNAw4wQaeFonjxoBNSiN.png,https://hokkai-support.co.jp/,1,2020-02-07 17:45:20,2020-02-07 17:45:20,3
144,,1,ジョイフルエーケー,じょいふるえーけー,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/xY9iCLskTyPC10LjBBgjPYOyAk151mpADPRACYK4.png,http://www.jak.co.jp/,1,2020-02-07 17:46:14,2020-02-14 17:33:29,4
145,,1,株式会社ホーム,ほーむ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/hAdIaJ3zqB4wV7PnJAyZjQlSFqORf2Rtso0l9YkN.png,https://www.home-sapporo.com/,1,2020-02-07 17:46:43,2020-02-12 12:31:18,3
146,,1,北海大和,ほっかいやまと,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/BUnDJqKEDtS4iG5F94bmK2GQOjhdcT4HnjKlsRWk.jpg,http://www.hokkai-yamato.co.jp/shop/,1,2020-02-07 17:47:12,2020-02-07 17:47:12,3
147,,1,蝦夷屋（APRグループ）,えぞやえーぴーあーるぐるーぷ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/qpbfg59a8nArorXJ85n3DhAjsc3ILompLBQZeXMM.jpg,http://apr-inc.net/,1,2020-02-07 17:47:49,2020-02-07 17:47:49,3
148,,1,エムデイシステム,えむでいしすてむ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/19/Ti6vi2lD9eBnTp35y5gzE6kKdJ5gy615UwqFTUJM.png,http://www.mdsystem.co.jp/index.html,1,2020-02-07 17:48:19,2020-02-26 17:12:13,19
149,,1,サッポロファクトリー,さっぽろふぁくとりー,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/uGJqaS5Z2pvC1ncUPI9t0hM4ObnE33PlT4RyGfeC.jpg,https://sapporofactory.jp/,1,2020-02-07 17:48:49,2020-02-07 17:48:50,3
150,,1,サンケイビル,さんけいびる,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/fF0UlRh5EH85oISW6xczhfBV7tIjcHG62FZ4CH8u.jpg,https://www.sankeibldg.co.jp/,1,2020-02-07 17:49:15,2020-02-07 17:49:15,3
151,,1,住友不動産,すみともふどうさん,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/c3jIdf64F0TkamnyYTiwQu3MwnZvyAyHspFTOaWE.jpg,https://www.sumitomo-latour.jp/latour-sapporo-itogarden/,1,2020-02-07 17:49:43,2020-02-07 17:49:43,3
152,,1,ハイブリッドターフ,はいぶりっどたーふ,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/tqLgcUhByJSHLNREEmPXjz9gZLyJN8ltQpxZHIAF.jpg,http://www.hibrid-turf.com/,1,2020-02-07 17:50:13,2020-02-07 17:50:13,3
155,,1,手打ちそばさくら,てうちそばさくら,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/P46Q9tYjEMaxFEgJOop4B9TpgBUBHXrS38AyxdEe.jpg,http://three-circle.com/,1,2020-02-07 17:52:12,2020-02-07 17:52:12,3
156,,1,SOMPOひまわり生命,そんぽひまわりせいめい,2020-02-07,https://d33qu4elo4g96s.cloudfront.net/partner/1/3/c9C0fHZp5auKb2MOoBiTZ1aGyYkk6C3T9fLqDsKJ.jpg,https://www.himawari-life.co.jp/,1,2020-02-07 17:52:42,2020-02-07 17:52:42,3
158,,1,株式会社サンセリテ札幌,さんせりてさっぽろ,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/JPlHUzp7XWpVTLJgOQPPoJDsiXYPsEjB6k4B7uiY.png,https://sincerite.co.jp/,1,2020-02-12 17:07:17,2020-02-12 17:07:17,4
163,,1,あしたのチーム,あしたのちーむ,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/cg8RkiIWEnskyzwPKaQjAZ3UahNMw0iWVBfaXLIE.png,https://www.ashita-team.com/,1,2020-02-14 16:25:51,2020-02-14 16:25:51,4
164,,1,JR北海道,じぇいあーるほっかいどう,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/G2d6zwpUySElNcl3jUpyEqv1OWhf2mMLkNKZoqtk.png,https://www.jrhokkaido.co.jp/,1,2020-02-14 16:50:06,2020-02-14 16:50:07,4
165,,1,北海道シミズ,ほっかいどうしみず,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/ncD28zR02NmvwwiHGEbAmoOS2jGo45pGFR9Aardu.png,https://www.shimizu-group.co.jp/maps/hokkaido.html,1,2020-02-14 16:53:23,2020-02-14 16:53:23,4
166,,1,北海道日産,ほっかいどうにっさん,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/hkSroftXZPVA0zBQQae62T2nmqWkzLHrDdu54QL8.png,https://ni-hokkaido.nissan-dealer.jp/top.html,1,2020-02-14 16:56:17,2020-02-14 16:56:17,4
167,,1,株式会社ライフコネクト,らいふこねくと,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/7/vH1qYOlrNCABc61XPap8N8NitmKo5bGivQDIkpPv.png,https://lf-connect.co.jp/,1,2020-02-14 17:01:25,2020-02-25 11:03:33,7
171,,1,北海道アルバイト情報社,ほっかいどうあるばいとじょうほうしゃ,2020-02-01,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/sGAKI3g1tUuH2FOmgtw6e5qjeYGeNonG5BoEfD17.png,https://www.arukita.com/,1,2020-02-14 19:17:52,2020-02-14 19:17:52,4
172,,1,カートピアジャンボ,かーとぴあじゃんぼ,2020-02-25,https://d33qu4elo4g96s.cloudfront.net/partner/1/19/JMGQOgo9wi3aj0MdKSfISBqxl4YqkQAG7xK6srpq.png,http://www.cartopianet.co.jp/index.php,1,2020-02-26 16:36:27,2020-02-26 16:36:27,19
173,,1,PR TIMES,ぴーあーるたいむす,2020-03-06,https://d33qu4elo4g96s.cloudfront.net/partner/1/4/xiXI2Mdx4ktVk4sbtaSjevIVEFBYAYldv1NTpyDU.png,https://prtimes.jp/,1,2020-03-06 12:50:30,2020-03-06 12:50:30,4
174,,1,知床グランドホテル,しれとこぐらんどほてる,2020-03-09,https://d33qu4elo4g96s.cloudfront.net/partner/1/7/KtwvCGboNLBUakHhsMzdhDn5UZnSURAUh46UWDTZ.png,https://www.shiretoko.co.jp/,1,2020-03-09 11:29:46,2020-03-09 11:29:46,7
175,,1,有限会社真嶋内装,ましまないそう,2020-03-12,https://d33qu4elo4g96s.cloudfront.net/partner/1/7/CdykvqmcUq1D28bEci4JxA0JbjOEFFN7tRjIdaQ0.jpg,https://mashima.biz/,1,2020-03-11 14:47:45,2020-03-12 11:39:37,7
